;Activity coefficient;Activity coefficient_std;Mole fraction;Pressure, kPa;Temperature, K;components;filename;phase;n_components;component_0;component_1;formula_0;formula_1;n_atoms_0;n_heavy_atoms_0;n_desired_atoms_0;n_other_atoms_0;n_atoms_1;n_heavy_atoms_1;n_desired_atoms_1;n_other_atoms_1;SMILES_0;SMILES_1;cas_0;InChI_0;cas_1;InChI_1
605302;63.3;6.33;0.0;101.0;298.0;dimethyl sulfoxide__cyclooctane;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;cyclooctane;C2H6OS;C8H16;10;4;10;0;24;8;24;0;C[S](C)=O;C1CCCCCCC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;292-64-8;InChIKey=WJTCGQSWYFHTAC-UHFFFAOYSA-N
605304;7.0;0.7;0.0;101.0;298.0;dimethyl sulfoxide__cyclopentene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;cyclopentene;C2H6OS;C5H8;10;4;10;0;13;5;13;0;C[S](C)=O;C1CC=CC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;142-29-0;InChIKey=LPIQUOYDBNQMRZ-UHFFFAOYSA-N
605305;49.2;4.92;0.0;101.0;298.0;dimethyl sulfoxide__methylcyclohexane;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;methylcyclohexane;C2H6OS;C7H14;10;4;10;0;21;7;21;0;C[S](C)=O;CC1CCCCC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;108-87-2;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N
605306;29.5;2.95;0.0;101.0;298.0;dimethyl sulfoxide__methylcyclopentane;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;methylcyclopentane;C2H6OS;C6H12;10;4;10;0;18;6;18;0;C[S](C)=O;CC1CCCC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;5310-57-6;InChIKey=GDOPTJXRTPNYNR-UHFFFAOYSA-N
605307;10.5;1.05;0.0;101.0;298.0;dimethyl sulfoxide__tetrachloroethene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;tetrachloroethene;C2H6OS;C2Cl4;10;4;10;0;6;6;6;0;C[S](C)=O;ClC(Cl)=C(Cl)Cl;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;127-18-4;InChIKey=CYTYCFOTNPOANT-UHFFFAOYSA-N
701333;1.752;0.07008;0.0;101.0;314.1;n-hexane__capric acid;j.jct.2012.06.009;Liquid;2;n-hexane;capric acid;C6H14;C10H20O2;20;6;20;0;32;12;32;0;CCCCCC;CCCCCCCCCC(O)=O;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701338;1.87;0.0748;0.0;101.0;314.1;heptane__capric acid;j.jct.2012.06.009;Liquid;2;heptane;capric acid;C7H16;C10H20O2;23;7;23;0;32;12;32;0;CCCCCCC;CCCCCCCCCC(O)=O;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701343;2.018;0.08072;0.0;101.0;314.1;capric acid__isooctane;j.jct.2012.06.009;Liquid;2;capric acid;isooctane;C10H20O2;C8H18;32;12;32;0;26;8;26;0;CCCCCCCCCC(O)=O;CCCCCC(C)C;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N
701347;1.559;0.06236;0.0;101.0;314.24;capric acid__1-hexene;j.jct.2012.06.009;Liquid;2;capric acid;1-hexene;C10H20O2;C6H12;32;12;32;0;18;6;18;0;CCCCCCCCCC(O)=O;CCCCC=C;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
701351;1.151;0.04604;0.0;101.0;314.1;phenylmethane__capric acid;j.jct.2012.06.009;Liquid;2;phenylmethane;capric acid;C7H8;C10H20O2;15;7;15;0;32;12;32;0;Cc1ccccc1;CCCCCCCCCC(O)=O;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701357;1.436;0.05744;0.0;101.0;314.1;cyclohexane__capric acid;j.jct.2012.06.009;Liquid;2;cyclohexane;capric acid;C6H12;C10H20O2;18;6;18;0;32;12;32;0;C1CCCCC1;CCCCCCCCCC(O)=O;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701366;2.14;0.0856;0.0;101.0;314.24;methanol__capric acid;j.jct.2012.06.009;Liquid;2;methanol;capric acid;CH4O;C10H20O2;6;2;6;0;32;12;32;0;CO;CCCCCCCCCC(O)=O;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701370;2.115;0.0846;0.0;101.0;314.1;ethyl alcohol__capric acid;j.jct.2012.06.009;Liquid;2;ethyl alcohol;capric acid;C2H6O;C10H20O2;9;3;9;0;32;12;32;0;CCO;CCCCCCCCCC(O)=O;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701375;1.887;0.07548;0.0;101.0;314.1;propan-1-ol__capric acid;j.jct.2012.06.009;Liquid;2;propan-1-ol;capric acid;C3H8O;C10H20O2;12;4;12;0;32;12;32;0;CCCO;CCCCCCCCCC(O)=O;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701385;1.56;0.0624;0.0;101.0;314.1;2-propanol__capric acid;j.jct.2012.06.009;Liquid;2;2-propanol;capric acid;C3H8O;C10H20O2;12;4;12;0;32;12;32;0;CC(C)O;CCCCCCCCCC(O)=O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701391;1.334;0.05336;0.0;101.0;314.1;butan-2-ol__capric acid;j.jct.2012.06.009;Liquid;2;butan-2-ol;capric acid;C4H10O;C10H20O2;15;5;15;0;32;12;32;0;CCC(C)O;CCCCCCCCCC(O)=O;4221-99-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701397;0.823;0.03292;0.0;101.0;314.1;methane, trichloro-__capric acid;j.jct.2012.06.009;Liquid;2;methane, trichloro-;capric acid;CHCl3;C10H20O2;5;4;5;0;32;12;32;0;ClC(Cl)Cl;CCCCCCCCCC(O)=O;67-66-3;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701402;1.048;0.04192;0.0;101.0;314.1;ethene, trichloro-__capric acid;j.jct.2012.06.009;Liquid;2;ethene, trichloro-;capric acid;C2HCl3;C10H20O2;6;5;6;0;32;12;32;0;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701417;1.329;0.05316;0.0;101.0;314.1;ethyl ethanoate__capric acid;j.jct.2012.06.009;Liquid;2;ethyl ethanoate;capric acid;C4H8O2;C10H20O2;14;6;14;0;32;12;32;0;CCOC(C)=O;CCCCCCCCCC(O)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701421;1.558;0.06232;0.0;101.0;314.1;dimethyl ketone__capric acid;j.jct.2012.06.009;Liquid;2;dimethyl ketone;capric acid;C3H6O;C10H20O2;10;4;10;0;32;12;32;0;CC(C)=O;CCCCCCCCCC(O)=O;67-64-1;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
701427;1.574;0.06296;0.0;101.0;314.24;n-hexane__lauric acid;j.jct.2012.06.009;Liquid;2;n-hexane;lauric acid;C6H14;C12H24O2;20;6;20;0;38;14;38;0;CCCCCC;CCCCCCCCCCCC(O)=O;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701431;1.645;0.0658;0.0;101.0;314.1;heptane__lauric acid;j.jct.2012.06.009;Liquid;2;heptane;lauric acid;C7H16;C12H24O2;23;7;23;0;38;14;38;0;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701437;1.746;0.06984;0.0;101.0;314.1;lauric acid__isooctane;j.jct.2012.06.009;Liquid;2;lauric acid;isooctane;C12H24O2;C8H18;38;14;38;0;26;8;26;0;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;592-27-8;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N
701452;1.064;0.04256;0.0;101.0;314.1;phenylmethane__lauric acid;j.jct.2012.06.009;Liquid;2;phenylmethane;lauric acid;C7H8;C12H24O2;15;7;15;0;38;14;38;0;Cc1ccccc1;CCCCCCCCCCCC(O)=O;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701457;1.287;0.05148;0.0;101.0;314.1;cyclohexane__lauric acid;j.jct.2012.06.009;Liquid;2;cyclohexane;lauric acid;C6H12;C12H24O2;18;6;18;0;38;14;38;0;C1CCCCC1;CCCCCCCCCCCC(O)=O;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701462;1.222;0.04888;0.0;101.0;314.24;ethylbenzene__lauric acid;j.jct.2012.06.009;Liquid;2;ethylbenzene;lauric acid;C8H10;C12H24O2;18;8;18;0;38;14;38;0;CCc1ccccc1;CCCCCCCCCCCC(O)=O;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701467;1.811;0.07244;0.0;101.0;314.1;methanol__lauric acid;j.jct.2012.06.009;Liquid;2;methanol;lauric acid;CH4O;C12H24O2;6;2;6;0;38;14;38;0;CO;CCCCCCCCCCCC(O)=O;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701472;1.924;0.07696;0.0;101.0;314.1;ethyl alcohol__lauric acid;j.jct.2012.06.009;Liquid;2;ethyl alcohol;lauric acid;C2H6O;C12H24O2;9;3;9;0;38;14;38;0;CCO;CCCCCCCCCCCC(O)=O;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701477;1.758;0.07032;0.0;101.0;314.1;propan-1-ol__lauric acid;j.jct.2012.06.009;Liquid;2;propan-1-ol;lauric acid;C3H8O;C12H24O2;12;4;12;0;38;14;38;0;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701483;1.697;0.06788;0.0;101.0;314.24;1-butanol__lauric acid;j.jct.2012.06.009;Liquid;2;1-butanol;lauric acid;C4H10O;C12H24O2;15;5;15;0;38;14;38;0;CCCCO;CCCCCCCCCCCC(O)=O;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701488;1.5;0.06;0.0;101.0;314.1;2-propanol__lauric acid;j.jct.2012.06.009;Liquid;2;2-propanol;lauric acid;C3H8O;C12H24O2;12;4;12;0;38;14;38;0;CC(C)O;CCCCCCCCCCCC(O)=O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701494;1.282;0.05128;0.0;101.0;314.1;butan-2-ol__lauric acid;j.jct.2012.06.009;Liquid;2;butan-2-ol;lauric acid;C4H10O;C12H24O2;15;5;15;0;38;14;38;0;CCC(C)O;CCCCCCCCCCCC(O)=O;4221-99-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701499;0.81;0.0324;0.0;101.0;314.1;methane, trichloro-__lauric acid;j.jct.2012.06.009;Liquid;2;methane, trichloro-;lauric acid;CHCl3;C12H24O2;5;4;5;0;38;14;38;0;ClC(Cl)Cl;CCCCCCCCCCCC(O)=O;67-66-3;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701504;0.952;0.03808;0.0;101.0;314.1;ethene, trichloro-__lauric acid;j.jct.2012.06.009;Liquid;2;ethene, trichloro-;lauric acid;C2HCl3;C12H24O2;6;5;6;0;38;14;38;0;ClC=C(Cl)Cl;CCCCCCCCCCCC(O)=O;52037-46-4;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701509;1.108;0.04432;0.0;101.0;314.1;monochlorobenzene__lauric acid;j.jct.2012.06.009;Liquid;2;monochlorobenzene;lauric acid;C6H5Cl;C12H24O2;12;7;12;0;38;14;38;0;Clc1ccccc1;CCCCCCCCCCCC(O)=O;68411-45-0;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701521;1.369;0.05476;0.0;101.0;314.1;ethyl ethanoate__lauric acid;j.jct.2012.06.009;Liquid;2;ethyl ethanoate;lauric acid;C4H8O2;C12H24O2;14;6;14;0;38;14;38;0;CCOC(C)=O;CCCCCCCCCCCC(O)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701526;1.592;0.06368;0.0;101.0;314.1;dimethyl ketone__lauric acid;j.jct.2012.06.009;Liquid;2;dimethyl ketone;lauric acid;C3H6O;C12H24O2;10;4;10;0;38;14;38;0;CC(C)=O;CCCCCCCCCCCC(O)=O;67-64-1;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;8045-27-0;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701539;1.451;0.05804;0.0;101.0;314.1;heptane__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;heptane;tetradecanoic acid;C7H16;C14H28O2;23;7;23;0;44;16;44;0;CCCCCCC;CCCCCCCCCCCCCC(O)=O;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701547;1.24;0.0496;0.0;101.0;314.24;tetradecanoic acid__1-hexene;j.jct.2012.06.009;Liquid;2;tetradecanoic acid;1-hexene;C14H28O2;C6H12;44;16;44;0;18;6;18;0;CCCCCCCCCCCCCC(O)=O;CCCCC=C;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
701555;1.091;0.04364;0.0;101.0;314.1;cyclohexane__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;cyclohexane;tetradecanoic acid;C6H12;C14H28O2;18;6;18;0;44;16;44;0;C1CCCCC1;CCCCCCCCCCCCCC(O)=O;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701564;1.919;0.07676;0.0;101.0;314.24;methanol__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;methanol;tetradecanoic acid;CH4O;C14H28O2;6;2;6;0;44;16;44;0;CO;CCCCCCCCCCCCCC(O)=O;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701569;1.82;0.0728;0.0;101.0;314.1;ethyl alcohol__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;ethyl alcohol;tetradecanoic acid;C2H6O;C14H28O2;9;3;9;0;44;16;44;0;CCO;CCCCCCCCCCCCCC(O)=O;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701575;1.614;0.06456;0.0;101.0;314.1;propan-1-ol__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;propan-1-ol;tetradecanoic acid;C3H8O;C14H28O2;12;4;12;0;44;16;44;0;CCCO;CCCCCCCCCCCCCC(O)=O;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701581;1.488;0.05952;0.0;101.0;314.1;1-butanol__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;1-butanol;tetradecanoic acid;C4H10O;C14H28O2;15;5;15;0;44;16;44;0;CCCCO;CCCCCCCCCCCCCC(O)=O;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701587;1.394;0.05576;0.0;101.0;314.1;2-propanol__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;2-propanol;tetradecanoic acid;C3H8O;C14H28O2;12;4;12;0;44;16;44;0;CC(C)O;CCCCCCCCCCCCCC(O)=O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701593;1.165;0.0466;0.0;101.0;314.1;butan-2-ol__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;butan-2-ol;tetradecanoic acid;C4H10O;C14H28O2;15;5;15;0;44;16;44;0;CCC(C)O;CCCCCCCCCCCCCC(O)=O;4221-99-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701599;0.743;0.02972;0.0;101.0;314.1;methane, trichloro-__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;methane, trichloro-;tetradecanoic acid;CHCl3;C14H28O2;5;4;5;0;44;16;44;0;ClC(Cl)Cl;CCCCCCCCCCCCCC(O)=O;67-66-3;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701605;0.847;0.03388;0.0;101.0;314.1;ethene, trichloro-__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;ethene, trichloro-;tetradecanoic acid;C2HCl3;C14H28O2;6;5;6;0;44;16;44;0;ClC=C(Cl)Cl;CCCCCCCCCCCCCC(O)=O;52037-46-4;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701611;0.983;0.03932;0.0;101.0;314.1;monochlorobenzene__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;monochlorobenzene;tetradecanoic acid;C6H5Cl;C14H28O2;12;7;12;0;44;16;44;0;Clc1ccccc1;CCCCCCCCCCCCCC(O)=O;68411-45-0;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701627;1.24;0.0496;0.0;101.0;314.1;ethyl ethanoate__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;ethyl ethanoate;tetradecanoic acid;C4H8O2;C14H28O2;14;6;14;0;44;16;44;0;CCOC(C)=O;CCCCCCCCCCCCCC(O)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701633;1.43;0.0572;0.0;101.0;314.1;dimethyl ketone__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;dimethyl ketone;tetradecanoic acid;C3H6O;C14H28O2;10;4;10;0;44;16;44;0;CC(C)=O;CCCCCCCCCCCCCC(O)=O;67-64-1;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701639;1.322;0.05288;0.0;101.0;314.1;benzene, methoxy-__tetradecanoic acid;j.jct.2012.06.009;Liquid;2;benzene, methoxy-;tetradecanoic acid;C7H8O;C14H28O2;16;8;16;0;44;16;44;0;COc1ccccc1;CCCCCCCCCCCCCC(O)=O;100-66-3;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;45184-05-2;InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
749684;53.0;3.0;0.0;101.0;298.0;benzene__formamide;j.jct.2013.05.006;Liquid;2;benzene;formamide;C6H6;CH3NO;12;6;12;0;6;3;6;0;c1ccccc1;NC=O;27271-55-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N
749686;81.0;4.0;0.0;101.0;298.0;formamide__toluene;j.jct.2013.05.006;Liquid;2;formamide;toluene;CH3NO;C7H8;6;3;6;0;15;7;15;0;NC=O;Cc1ccccc1;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N
749689;54.0;3.0;0.0;101.0;298.0;formamide__fluorobenzene;j.jct.2013.05.006;Liquid;2;formamide;fluorobenzene;CH3NO;C6H5F;6;3;6;0;12;7;12;0;NC=O;Fc1ccccc1;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;462-06-6;InChIKey=PYLWMHQQBFSUBP-UHFFFAOYSA-N
749691;94.0;8.0;0.0;101.0;298.0;formamide__chlorobenzene;j.jct.2013.05.006;Liquid;2;formamide;chlorobenzene;CH3NO;C6H5Cl;6;3;6;0;12;7;12;0;NC=O;Clc1ccccc1;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;68411-45-0;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N
749695;159.0;8.0;0.0;101.0;298.0;formamide__1,2-dichlorobenzene;j.jct.2013.05.006;Liquid;2;formamide;1,2-dichlorobenzene;CH3NO;C6H4Cl2;6;3;6;0;12;8;12;0;NC=O;Clc1ccccc1Cl;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;95-50-1;InChIKey=RFFLAFLAYFXFSW-UHFFFAOYSA-N
749696;533.0;30.0;0.0;101.0;298.0;formamide__naphthalene;j.jct.2013.05.006;Liquid;2;formamide;naphthalene;CH3NO;C10H8;6;3;6;0;18;10;18;0;NC=O;c1ccc2ccccc2c1;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;72931-45-4;InChIKey=UFWIBTONFRDIAS-UHFFFAOYSA-N
749698;1320.0;70.0;0.0;101.0;298.0;formamide__1,1'-biphenyl;j.jct.2013.05.006;Liquid;2;formamide;1,1'-biphenyl;CH3NO;C12H10;6;3;6;0;22;12;22;0;NC=O;c1ccc(cc1)c2ccccc2;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;81846-81-3;InChIKey=ZUOUZKKEUPVFJK-UHFFFAOYSA-N
996155;436.0;;0.0;101.325;303.15;ethylene glycol__n-pentane;j.jct.2016.10.013;Liquid;2;ethylene glycol;n-pentane;C2H6O2;C5H12;10;4;10;0;17;5;17;0;OCCO;CCCCC;37221-95-7;InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N;109-66-0;InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N
996158;74.1;;0.0;101.325;304.15;n-pentane__diethylene glycol;j.jct.2016.10.013;Liquid;2;n-pentane;diethylene glycol;C5H12;C4H10O3;17;5;17;0;17;7;17;0;CCCCC;OCCOCCO;109-66-0;InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N;111-46-6;InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N
996161;716.0;;0.0;101.325;303.15;ethylene glycol__n-hexane;j.jct.2016.10.013;Liquid;2;ethylene glycol;n-hexane;C2H6O2;C6H14;10;4;10;0;20;6;20;0;OCCO;CCCCCC;37221-95-7;InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N
